user_genome	classification
S_ERR13594544_bin.8	Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A succinatutens_B
S_ERR13594544_bin.9	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium taiwanense
S_ERR13594545_bin.3	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp000434975
S_ERR13594545_bin.5	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri_A
S_ERR13594545_bin.7	Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A succinatutens_B
S_ERR13594546_bin.2	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp000435555
S_ERR13594547_bin.4	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E;Ruminiclostridium_E siraeum
S_ERR13594548_bin.1	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri_K
S_ERR13594548_bin.3	Bacteria;Bacillota;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385
S_ERR13594549_bin.2	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Hominicoprocola;Hominicoprocola fusiformis
S_ERR13594549_bin.4	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594549_bin.7	Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;Mitsuokella jalaludinii
S_ERR13594550_bin.3	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594550_bin.5	Bacteria;Bacillota;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385
S_ERR13594551_bin.3	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594552_bin.5	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister invisus
S_ERR13594553_bin.10	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis
S_ERR13594553_bin.13	Bacteria;Bacillota;Clostridia;Oscillospirales;Acutalibacteraceae;Hominenteromicrobium;Hominenteromicrobium mulieris
S_ERR13594553_bin.14	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Paraprevotella;
S_ERR13594553_bin.15	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp000431375
S_ERR13594554_bin.1	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium longum
S_ERR13594554_bin.2	Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini
S_ERR13594554_bin.3	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas coprocola
S_ERR13594555_bin.12	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger qucibialis
S_ERR13594555_bin.3	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp003447235
S_ERR13594555_bin.9	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sp900766505
S_ERR13594559_bin.1	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594560_bin.2	Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;Mitsuokella jalaludinii
S_ERR13594563_bin.1	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia massiliensis
S_ERR13594563_bin.2	Bacteria;Bacillota;Clostridia;Christensenellales;CAG-138;PeH17;PeH17 sp000435055
S_ERR13594564_bin.4	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp900543975
S_ERR13594564_bin.5	Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
S_ERR13594565_bin.2	Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
S_ERR13594565_bin.3	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia hominis
S_ERR13594566_bin.1	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis
S_ERR13594566_bin.2	Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium freudenreichii
S_ERR13594567_bin.3	Bacteria;Bacillota;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcoides;Ruminococcoides intestinalis
S_ERR13594567_bin.6	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
S_ERR13594567_bin.7	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus
S_ERR13594568_bin.1	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900540775
S_ERR13594568_bin.2	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
S_ERR13594568_bin.3	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii
S_ERR13594569_bin.2	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594571_bin.1	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594572_bin.3	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri_K
S_ERR13594572_bin.4	Bacteria;Bacillota;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385
S_ERR13594573_bin.2	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas coprocola
S_ERR13594573_bin.4	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans
S_ERR13594573_bin.6	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella stercorea
S_ERR13594574_bin.4	Bacteria;Bacillota;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera massiliensis
S_ERR13594574_bin.6	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
S_ERR13594575_bin.6	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis
S_ERR13594575_bin.7	Bacteria;Bacillota;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera massiliensis
S_ERR13594576_bin.2	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594578_bin.2	Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis
S_ERR13594578_bin.3	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;
S_ERR13594578_bin.4	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594578_bin.5	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter faecis
S_ERR13594579_bin.2	Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;Mitsuokella jalaludinii
S_ERR13594579_bin.3	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor intestinalis
S_ERR13594580_bin.3	Bacteria;Bacillota;Clostridia;Christensenellales;CAG-138;PeH17;PeH17 sp000435055
S_ERR13594580_bin.4	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter faecis
S_ERR13594581_bin.2	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans
S_ERR13594582_bin.10	Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
S_ERR13594582_bin.12	Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp000763055
				
